scope	model	collection	record_id	score
all_taxa	PLM-Interact	Negatome	NEG:00746	5.1e-05
all_taxa	PLM-Interact	Negatome	NEG:00747	0.022023
all_taxa	PLM-Interact	Negatome	NEG:00748	6.2e-05
all_taxa	PLM-Interact	Negatome	NEG:00749	6.5e-05
all_taxa	PLM-Interact	Negatome	NEG:00750	9.9e-05
all_taxa	PLM-Interact	Negatome	NEG:00751	0.048935
all_taxa	PLM-Interact	Negatome	NEG:00752	0.000131
all_taxa	PLM-Interact	Negatome	NEG:00753	9.5e-05
all_taxa	PLM-Interact	Negatome	NEG:00754	0.000494
all_taxa	PLM-Interact	Negatome	NEG:00755	0.004179
all_taxa	PLM-Interact	Negatome	NEG:00756	0.001371
all_taxa	PLM-Interact	Negatome	NEG:00757	0.000331
all_taxa	PLM-Interact	Negatome	NEG:00758	0.000139
all_taxa	PLM-Interact	Negatome	NEG:00759	7.1e-05
all_taxa	PLM-Interact	Negatome	NEG:00760	7e-05
all_taxa	PLM-Interact	Negatome	NEG:00761	0.000633
all_taxa	PLM-Interact	Negatome	NEG:00762	7.6e-05
all_taxa	PLM-Interact	Negatome	NEG:00763	0.000102
all_taxa	PLM-Interact	Negatome	NEG:00764	0.000127
all_taxa	PLM-Interact	Negatome	NEG:00765	0.00011
all_taxa	PLM-Interact	Negatome	NEG:00766	0.029924
all_taxa	PLM-Interact	Negatome	NEG:00767	0.000378
all_taxa	PLM-Interact	Negatome	NEG:00768	0.023967
all_taxa	PLM-Interact	Negatome	NEG:00769	0.960797
all_taxa	PLM-Interact	Negatome	NEG:00770	0.000192
all_taxa	PLM-Interact	Negatome	NEG:00771	0.000164
all_taxa	PLM-Interact	Negatome	NEG:00772	0.999687
all_taxa	PLM-Interact	Negatome	NEG:00773	0.000108
all_taxa	PLM-Interact	Negatome	NEG:00774	0.069045
all_taxa	PLM-Interact	Negatome	NEG:00775	0.041235
all_taxa	PLM-Interact	Negatome	NEG:00776	0.002587
all_taxa	PLM-Interact	Negatome	NEG:00777	0.023088
all_taxa	PLM-Interact	Negatome	NEG:00778	0.000402
all_taxa	PLM-Interact	Negatome	NEG:00781	0.000264
all_taxa	PLM-Interact	Negatome	NEG:00782	0.998348
all_taxa	PLM-Interact	Negatome	NEG:00783	0.002376
all_taxa	PLM-Interact	Negatome	NEG:00784	0.023429
all_taxa	PLM-Interact	Negatome	NEG:00804	0.999513
all_taxa	PLM-Interact	Negatome	NEG:00807	0.850199
all_taxa	PLM-Interact	Negatome	NEG:00808	0.921424
all_taxa	PLM-Interact	Negatome	NEG:00829	0.999174
all_taxa	PLM-Interact	Negatome	NEG:00843	0.996307
all_taxa	PLM-Interact	Negatome	NEG:00849	0.999345
all_taxa	PLM-Interact	Negatome	NEG:00850	5.9e-05
all_taxa	PLM-Interact	Negatome	NEG:00864	0.00013
all_taxa	PLM-Interact	Negatome	NEG:00865	0.000591
all_taxa	PLM-Interact	Negatome	NEG:00866	0.662564
all_taxa	PLM-Interact	Negatome	NEG:00867	0.001646
all_taxa	PLM-Interact	Negatome	NEG:00868	0.010911
all_taxa	PLM-Interact	Negatome	NEG:00869	0.996929
all_taxa	PLM-Interact	Negatome	NEG:00870	0.861261
all_taxa	PLM-Interact	Negatome	NEG:00871	0.000493
all_taxa	PLM-Interact	Negatome	NEG:00872	0.00028
all_taxa	PLM-Interact	Negatome	NEG:00873	0.000265
all_taxa	PLM-Interact	Negatome	NEG:00874	0.463223
all_taxa	PLM-Interact	Negatome	NEG:00875	0.998905
all_taxa	PLM-Interact	Negatome	NEG:00876	0.001658
all_taxa	PLM-Interact	Negatome	NEG:00877	0.00507
all_taxa	PLM-Interact	Negatome	NEG:00880	0.000853
all_taxa	PLM-Interact	Negatome	NEG:00881	0.00521
all_taxa	PLM-Interact	Negatome	NEG:00882	0.000294
all_taxa	PLM-Interact	Negatome	NEG:00883	0.497158
all_taxa	PLM-Interact	Negatome	NEG:00937	0.000104
all_taxa	PLM-Interact	Negatome	NEG:00938	9.3e-05
all_taxa	PLM-Interact	Negatome	NEG:00939	5.5e-05
all_taxa	PLM-Interact	Negatome	NEG:00940	0.00135
all_taxa	PLM-Interact	Negatome	NEG:00941	7.5e-05
all_taxa	PLM-Interact	Negatome	NEG:00942	5.9e-05
all_taxa	PLM-Interact	Negatome	NEG:00943	5.5e-05
all_taxa	PLM-Interact	Negatome	NEG:00944	5.5e-05
all_taxa	PLM-Interact	Negatome	NEG:00945	5.7e-05
all_taxa	PLM-Interact	Negatome	NEG:00946	0.999785
all_taxa	PLM-Interact	Negatome	NEG:00947	9e-05
all_taxa	PLM-Interact	Negatome	NEG:00948	0.0023
all_taxa	PLM-Interact	Negatome	NEG:00952	7e-05
all_taxa	PLM-Interact	Negatome	NEG:00953	7.9e-05
all_taxa	PLM-Interact	Negatome	NEG:00954	5.9e-05
all_taxa	PLM-Interact	Negatome	NEG:00955	7.6e-05
all_taxa	PLM-Interact	Negatome	NEG:00956	0.000123
all_taxa	PLM-Interact	Negatome	NEG:00999	9.4e-05
all_taxa	PLM-Interact	Negatome	NEG:01018	0.001822
all_taxa	PLM-Interact	Negatome	NEG:01019	6.2e-05
all_taxa	PLM-Interact	Negatome	NEG:01020	0.001574
all_taxa	PLM-Interact	Negatome	NEG:01021	0.000413
all_taxa	PLM-Interact	Negatome	NEG:01024	5.1e-05
all_taxa	PLM-Interact	Negatome	NEG:01026	0.002692
all_taxa	PLM-Interact	Negatome	NEG:01027	9.8e-05
all_taxa	PLM-Interact	Negatome	NEG:01032	5.8e-05
all_taxa	PLM-Interact	Negatome	NEG:01033	0.000143
all_taxa	PLM-Interact	Negatome	NEG:01051	0.002745
all_taxa	PLM-Interact	Negatome	NEG:01052	0.010243
all_taxa	PLM-Interact	Negatome	NEG:01053	6.5e-05
all_taxa	PLM-Interact	Negatome	NEG:01054	5.6e-05
all_taxa	PLM-Interact	Negatome	NEG:01055	5.7e-05
all_taxa	PLM-Interact	Negatome	NEG:01056	0.001076
all_taxa	PLM-Interact	Negatome	NEG:01057	0.130826
all_taxa	PLM-Interact	Negatome	NEG:01058	9.8e-05
all_taxa	PLM-Interact	Negatome	NEG:01059	0.005351
all_taxa	PLM-Interact	Negatome	NEG:01063	0.000236
all_taxa	PLM-Interact	Negatome	NEG:01064	6.1e-05
all_taxa	PLM-Interact	Negatome	NEG:01065	0.00036
all_taxa	PLM-Interact	Negatome	NEG:01066	0.004697
all_taxa	PLM-Interact	Negatome	NEG:01085	0.999672
all_taxa	PLM-Interact	Negatome	NEG:01099	0.950367
all_taxa	PLM-Interact	Negatome	NEG:01117	0.000777
all_taxa	PLM-Interact	Negatome	NEG:01118	0.970594
all_taxa	PLM-Interact	Negatome	NEG:01119	0.00026
all_taxa	PLM-Interact	Negatome	NEG:01126	0.999779
all_taxa	PLM-Interact	Negatome	NEG:01128	0.00018
all_taxa	PLM-Interact	Negatome	NEG:01147	0.311468
all_taxa	PLM-Interact	Negatome	NEG:01149	0.956495
all_taxa	PLM-Interact	Negatome	NEG:01150	0.97879
all_taxa	PLM-Interact	Negatome	NEG:01154	0.002754
all_taxa	PLM-Interact	Negatome	NEG:01232	0.000154
all_taxa	PLM-Interact	Negatome	NEG:01245	0.963985
all_taxa	PLM-Interact	Negatome	NEG:01246	0.998338
all_taxa	PLM-Interact	Negatome	NEG:01252	0.052704
all_taxa	PLM-Interact	Negatome	NEG:01255	0.000813
all_taxa	PLM-Interact	Negatome	NEG:01256	0.000594
all_taxa	PLM-Interact	Negatome	NEG:01257	6.6e-05
all_taxa	PLM-Interact	Negatome	NEG:01259	6.2e-05
all_taxa	PLM-Interact	Negatome	NEG:01260	6.7e-05
all_taxa	PLM-Interact	Negatome	NEG:01261	0.000155
all_taxa	PLM-Interact	Negatome	NEG:01262	0.975278
all_taxa	PLM-Interact	Negatome	NEG:01263	9.5e-05
all_taxa	PLM-Interact	Negatome	NEG:01264	0.003373
all_taxa	PLM-Interact	Negatome	NEG:01265	9.4e-05
all_taxa	PLM-Interact	Negatome	NEG:01268	7.3e-05
all_taxa	PLM-Interact	Negatome	NEG:01269	8.9e-05
all_taxa	PLM-Interact	Negatome	NEG:01270	6.3e-05
all_taxa	PLM-Interact	Negatome	NEG:01271	0.000168
all_taxa	PLM-Interact	Negatome	NEG:01272	0.00047
all_taxa	PLM-Interact	Negatome	NEG:01293	0.000129
all_taxa	PLM-Interact	Negatome	NEG:01302	0.075789
all_taxa	PLM-Interact	Negatome	NEG:01347	0.998828
all_taxa	PLM-Interact	Negatome	NEG:01375	8.1e-05
all_taxa	PLM-Interact	Negatome	NEG:01376	6e-05
all_taxa	PLM-Interact	Negatome	NEG:01377	0.000123
all_taxa	PLM-Interact	Negatome	NEG:01378	5.3e-05
all_taxa	PLM-Interact	Negatome	NEG:01379	0.002524
all_taxa	PLM-Interact	Negatome	NEG:01380	0.000438
all_taxa	PLM-Interact	Negatome	NEG:01381	0.000268
all_taxa	PLM-Interact	Negatome	NEG:01382	6.5e-05
all_taxa	PLM-Interact	Negatome	NEG:01383	0.000101
all_taxa	PLM-Interact	Negatome	NEG:01384	0.000116
all_taxa	PLM-Interact	Negatome	NEG:01385	0.000127
all_taxa	PLM-Interact	Negatome	NEG:01472	0.99893
all_taxa	PLM-Interact	Negatome	NEG:01489	0.989327
all_taxa	PLM-Interact	Negatome	NEG:01490	0.473652
all_taxa	PLM-Interact	Negatome	NEG:01491	0.00293
all_taxa	PLM-Interact	Negatome	NEG:01492	0.000667
all_taxa	PLM-Interact	Negatome	NEG:01493	0.003018
all_taxa	PLM-Interact	Negatome	NEG:01494	0.880066
all_taxa	PLM-Interact	Negatome	NEG:01495	0.003822
all_taxa	PLM-Interact	Negatome	NEG:01496	0.005339
all_taxa	PLM-Interact	Negatome	NEG:01497	0.000944
all_taxa	PLM-Interact	Negatome	NEG:01498	0.886498
all_taxa	PLM-Interact	Negatome	NEG:01517	0.011828
all_taxa	PLM-Interact	Negatome	NEG:01518	0.09657
all_taxa	PLM-Interact	Negatome	NEG:01536	0.000108
all_taxa	PLM-Interact	Negatome	NEG:01537	0.939423
all_taxa	PLM-Interact	Negatome	NEG:01554	5.4e-05
all_taxa	PLM-Interact	Negatome	NEG:01555	5.8e-05
all_taxa	PLM-Interact	Negatome	NEG:01556	5.4e-05
all_taxa	PLM-Interact	Negatome	NEG:01557	7.7e-05
all_taxa	PLM-Interact	Negatome	NEG:01558	0.004002
all_taxa	PLM-Interact	Negatome	NEG:01559	5.3e-05
all_taxa	PLM-Interact	Negatome	NEG:01560	0.018707
all_taxa	PLM-Interact	Negatome	NEG:01561	7.8e-05
all_taxa	PLM-Interact	Negatome	NEG:01564	5e-05
all_taxa	PLM-Interact	Negatome	NEG:01565	0.000134
all_taxa	PLM-Interact	Negatome	NEG:01566	5.5e-05
all_taxa	PLM-Interact	Negatome	NEG:01567	0.000201
all_taxa	PLM-Interact	Negatome	NEG:01637	6e-05
all_taxa	PLM-Interact	Negatome	NEG:01638	6.4e-05
all_taxa	PLM-Interact	Negatome	NEG:01639	0.000118
all_taxa	PLM-Interact	Negatome	NEG:01640	7.7e-05
all_taxa	PLM-Interact	Negatome	NEG:01641	0.000179
all_taxa	PLM-Interact	Negatome	NEG:01645	0.039767
all_taxa	PLM-Interact	Negatome	NEG:01647	7.4e-05
all_taxa	PLM-Interact	Negatome	NEG:01648	9.2e-05
all_taxa	PLM-Interact	Negatome	NEG:01661	7.1e-05
all_taxa	PLM-Interact	Negatome	NEG:01662	5.8e-05
all_taxa	PLM-Interact	Negatome	NEG:01663	6.7e-05
all_taxa	PLM-Interact	Negatome	NEG:01667	6e-05
all_taxa	PLM-Interact	Negatome	NEG:01668	0.000181
all_taxa	PLM-Interact	Negatome	NEG:01669	6.6e-05
all_taxa	PLM-Interact	Negatome	NEG:01701	5.2e-05
all_taxa	PLM-Interact	Negatome	NEG:01702	5.2e-05
all_taxa	PLM-Interact	Negatome	NEG:01703	0.000256
all_taxa	PLM-Interact	Negatome	NEG:01704	7.3e-05
all_taxa	PLM-Interact	Negatome	NEG:01705	0.000149
all_taxa	PLM-Interact	Negatome	NEG:01708	5.8e-05
all_taxa	PLM-Interact	Negatome	NEG:01709	6.3e-05
all_taxa	PLM-Interact	Negatome	NEG:01710	8.8e-05
all_taxa	PLM-Interact	Negatome	NEG:01711	0.000569
all_taxa	PLM-Interact	Negatome	NEG:01712	0.001931
all_taxa	PLM-Interact	Negatome	NEG:01713	0.000229
all_taxa	PLM-Interact	Negatome	NEG:01714	0.000675
all_taxa	PLM-Interact	Negatome	NEG:01715	7.5e-05
all_taxa	PLM-Interact	Negatome	NEG:01718	6.5e-05
all_taxa	PLM-Interact	Negatome	NEG:01719	7.6e-05
all_taxa	PLM-Interact	Negatome	NEG:01720	6.1e-05
all_taxa	PLM-Interact	Negatome	NEG:01721	0.003689
all_taxa	PLM-Interact	Negatome	NEG:01722	0.00011
all_taxa	PLM-Interact	Negatome	NEG:01744	0.000372
all_taxa	PLM-Interact	Negatome	NEG:01745	0.006917
all_taxa	PLM-Interact	Negatome	NEG:01746	0.014567
all_taxa	PLM-Interact	Negatome	NEG:01747	0.987045
all_taxa	PLM-Interact	Negatome	NEG:01748	0.00759
all_taxa	PLM-Interact	Negatome	NEG:01749	5e-05
all_taxa	PLM-Interact	Negatome	NEG:01750	0.001668
all_taxa	PLM-Interact	Negatome	NEG:01751	0.003579
all_taxa	PLM-Interact	Negatome	NEG:01752	0.119616
all_taxa	PLM-Interact	Negatome	NEG:01754	0.000391
all_taxa	PLM-Interact	Negatome	NEG:01755	0.01121
all_taxa	PLM-Interact	Negatome	NEG:01758	6.7e-05
all_taxa	PLM-Interact	Negatome	NEG:01759	0.000572
all_taxa	PLM-Interact	Negatome	NEG:01760	0.30914
all_taxa	PLM-Interact	Negatome	NEG:01761	0.003775
all_taxa	PLM-Interact	Negatome	NEG:01766	0.001075
all_taxa	PLM-Interact	Negatome	NEG:01767	0.000105
all_taxa	PLM-Interact	Negatome	NEG:01768	0.000102
all_taxa	PLM-Interact	Negatome	NEG:01769	8.4e-05
all_taxa	PLM-Interact	Negatome	NEG:01770	0.000166
all_taxa	PLM-Interact	Negatome	NEG:01771	6.4e-05
all_taxa	PLM-Interact	Negatome	NEG:01772	0.000711
all_taxa	PLM-Interact	Negatome	NEG:01807	0.000125
all_taxa	PLM-Interact	Negatome	NEG:01808	0.000617
all_taxa	PLM-Interact	Negatome	NEG:01813	6.4e-05
all_taxa	PLM-Interact	Negatome	NEG:01816	7.2e-05
all_taxa	PLM-Interact	Negatome	NEG:01828	6.6e-05
all_taxa	PLM-Interact	Negatome	NEG:01829	9.5e-05
all_taxa	PLM-Interact	Negatome	NEG:01833	0.000237
all_taxa	PLM-Interact	Negatome	NEG:01841	0.000108
all_taxa	PLM-Interact	Negatome	NEG:01843	9.2e-05
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:14168|GENE:18035	0.000168
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:140858|GENE:15182	0.999581
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:140858|GENE:433759	0.999641
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:5290|GENE:6016	0.016756
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:4547|GENE:5327	0.045289
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:682|GENE:7031	7.7e-05
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:143384|GENE:79047	7.2e-05
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:269275|GENE:4838	0.274022
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:2260|GENE:5228	0.768964
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:4035|GENE:5055	0.000797
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:4137|GENE:9053	0.001563
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:3836|GENE:79991	0.00768
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:7010|GENE:7422	0.009547
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:100134934|GENE:3836	0.00018
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:50489|GENE:920	0.011475
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:2697|GENE:4313	0.000166
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:30835|GENE:920	0.61986
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:2017|GENE:5777	0.998906
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:1628|GENE:7057	6.8e-05
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:3487|GENE:652	0.000198
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:15139|GENE:1628	5.4e-05
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:43847|GENE:643394	0.029219
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:11668|GENE:12569	5.1e-05
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:1670|GENE:3106	0.016229
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:3077|GENE:7036	0.000668
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:18566|GENE:26040	5.1e-05
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:389|GENE:56924	0.111728
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:2597|GENE:4155	0.000188
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:1017|GENE:47	0.002031
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:55070|GENE:7323	0.015469
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:5347|GENE:8467	0.223078
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:34688|GENE:5740472	0.010455
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:32115|GENE:37277	0.008145
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:2896|GENE:558	8.1e-05
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:10461|GENE:2896	0.000163
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:105148|GENE:434246	0.000206
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:6119|GENE:79661	0.999767
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:6118|GENE:79661	0.999753
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:3075|GENE:721	0.994297
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:3726|GENE:90416	0.000111
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:12475|GENE:6898	9.6e-05
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:33319|GENE:40444	0.996266
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:39536|GENE:40444	0.074211
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:40444|GENE:41848	0.004918
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:20617|GENE:55869	0.00748
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:20617|GENE:5339	8.4e-05
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:23410|GENE:3091	0.000711
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:20194|GENE:69745	0.000289
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:15511|GENE:8991	0.26388
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:801|GENE:8795	0.999853
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:21898|GENE:56048	0.586406
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:10840|GENE:635	0.000191
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:36810|GENE:40444	0.927634
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:25149|GENE:5506	0.000112
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:12476|GENE:26437	0.04032
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:20604|GENE:74026	0.000102
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:12508|GENE:26437	0.000918
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:12521|GENE:26437	0.284363
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:16149|GENE:16409	0.00098
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:16183|GENE:16187	0.000761
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:12520|GENE:26437	0.060295
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:24890|GENE:5506	0.001109
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:12000|GENE:552	0.99967
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:3486|GENE:801	0.040016
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:20604|GENE:77853	6.2e-05
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:37781|GENE:5936	0.997836
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:335|GENE:5055	0.003982
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:10499|GENE:25149	0.147594
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:2597|GENE:3552	0.000186
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:4018|GENE:6272	0.039474
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:31376|GENE:37629	0.019223
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:17395|GENE:21857	0.75063
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:11127|GENE:7804	9.1e-05
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:3688|GENE:9052	0.057622
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:164045|GENE:5500	0.545917
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:5111|GENE:5291	0.000266
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:29128|GENE:8361	0.999921
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:10133|GENE:64343	0.713073
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:15216|GENE:213	0.27587
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:35336|GENE:3612	8e-05
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:23534|GENE:6429	0.000145
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:2244|GENE:2335	0.997864
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:327672|GENE:6295	0.999419
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:16470|GENE:55978	0.016205
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:16470|GENE:67694	0.011571
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:10133|GENE:9755	0.002059
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:27071|GENE:5062	0.000383
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:29128|GENE:8337	0.997847
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:4155|GENE:5830	0.000749
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:13650|GENE:3868	0.004863
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:17913|GENE:22295	0.000145
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:1230|GENE:6348	0.886773
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:19876|GENE:20350	0.002303
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:19876|GENE:20346	0.000898
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:24829|GENE:79223	6.5e-05
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:2205|GENE:58205	0.990535
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:7057|GENE:7450	0.951071
all_taxa	PLM-Interact	ProtNeg	PAIR2:GENE:3726|GENE:4942	6.6e-05
