source	record_id	protein_a	protein_b	taxon_a	taxon_b	assay_raw	assay_ontology	old_historical_class	eligible_common_qc	score	pair_tokens	exact_string_positive_overlap	biophysical_only
Negatome	NEG:00224	O60936	Q08170	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	6.1e-05	705	0	0
Negatome	NEG:00225	O60936	Q13247	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	6.1e-05	555	0	0
Negatome	NEG:00261	O75190	P02533	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.004512	801	0	0
Negatome	NEG:00263	O75190	P08670	9606.0	9606.0	MI:0018 - two hybrid; MI:0027	cell_binary_proximity	direct_binary	1	0.810332	795	0	0
Negatome	NEG:00264	O75190	P13647	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.001286	919	0	0
Negatome	NEG:00265	O75190	P14136	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.017858	761	0	0
Negatome	NEG:00266	O75190	P17661	9606.0	9606.0	MI:0018 - two hybrid; MI:0027	cell_binary_proximity	direct_binary	1	0.01433	799	0	0
Negatome	NEG:00267	O75192	O75381	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.918655	627	0	0
Negatome	NEG:00268	O75192	O96011	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.999923	509	0	0
Negatome	NEG:00269	O75192	P28328	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.010211	555	0	0
Negatome	NEG:00270	O75192	P56589	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.995423	623	0	0
Negatome	NEG:00271	O75192	Q92968	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.000516	653	0	0
Negatome	NEG:00272	O75192	Q9Y5Y5	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.000357	586	0	0
Negatome	NEG:00276	O75381	O96011	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.998767	639	0	0
Negatome	NEG:00292	O75446	Q06330	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.999233	723	0	0
Negatome	NEG:00296	O75558	Q13642	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	9.5e-05	613	0	0
Negatome	NEG:00297	O75558	Q13643	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.000128	570	0	0
Negatome	NEG:00298	O75558	Q14192	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.000179	569	0	0
Negatome	NEG:00337	O95983	Q9UJW3	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.000854	680	0	0
Negatome	NEG:00339	O96011	P28328	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.996281	567	0	0
Negatome	NEG:00341	O96011	Q92968	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.000973	665	0	0
Negatome	NEG:00342	O96011	Q9Y5Y5	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.011782	598	0	0
Negatome	NEG:00361	P00973	Q9UIS9	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	5.1e-05	1008	0	0
Negatome	NEG:00370	P01112	Q7Z6M1	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.999423	564	0	0
Negatome	NEG:00372	P01135	Q969G9	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0018	cell_binary_proximity	direct_binary	1	0.981378	633	0	0
Negatome	NEG:00377	P01236	P62937	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.003615	395	0	0
Negatome	NEG:00380	P01303	P61073	9606.0	9606.0	MI:0099 - scintillation proximity assay	cell_binary_proximity	direct_binary	1	0.883948	452	0	0
Negatome	NEG:00396	P02545	P04792	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.004757	872	0	0
Negatome	NEG:00397	P02545	P31946	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.993183	913	0	0
Negatome	NEG:00398	P02545	P49069	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.002526	963	0	0
Negatome	NEG:00407	P02765	Q9Y6Q1	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.000118	1011	0	0
Negatome	NEG:00476	P05111	Q04771	9606.0	9606.0	MI:0030 - cross-linking study	cell_binary_proximity	direct_binary	1	0.998954	878	0	0
Negatome	NEG:00506	P06493	P49207	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.827884	417	0	0
Negatome	NEG:00509	P06703	P23297	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.999874	187	0	0
Negatome	NEG:00516	P07196	P21246	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	6.3e-05	714	0	0
Negatome	NEG:00517	P07196	P26641	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.000509	983	0	0
Negatome	NEG:00519	P07196	P55854	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.000269	649	0	0
Negatome	NEG:00522	P07196	Q9H213	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.000504	765	0	0
Negatome	NEG:00564	P08476	Q04771	9606.0	9606.0	MI:0030 - cross-linking study	cell_binary_proximity	direct_binary	1	0.996662	938	0	0
Negatome	NEG:00600	P10145	P61073	9606.0	9606.0	MI:0099 - scintillation proximity assay	cell_binary_proximity	direct_binary	1	0.999784	454	0	0
Negatome	NEG:00609	P10415	Q96CV9	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.992937	819	0	0
Negatome	NEG:00678	P15514	Q969F2	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0018	cell_binary_proximity	direct_binary	1	0.014933	706	0	0
Negatome	NEG:00679	P15531	Q00987	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.998058	646	0	0
Negatome	NEG:00727	P17706	P31946	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.001052	664	0	0
Negatome	NEG:00792	P19544	Q15942	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.000359	1024	0	0
Negatome	NEG:00814	P21246	P26641	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.001082	608	0	0
Negatome	NEG:00815	P21246	P55854	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	9.7e-05	274	0	0
Negatome	NEG:00816	P21246	Q16891	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.000329	929	0	0
Negatome	NEG:00817	P21246	Q5T3J3	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	5.5e-05	940	0	0
Negatome	NEG:00818	P21246	Q7L311	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	6.9e-05	803	0	0
Negatome	NEG:00819	P21246	Q9H213	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	8.8e-05	390	0	0
Negatome	NEG:00835	P23297	P31949	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.999562	202	0	0
Negatome	NEG:00889	P26641	P55854	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.831215	543	0	0
Negatome	NEG:00894	P26641	Q8N2W9	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.000649	950	0	0
Negatome	NEG:00895	P26641	Q9H213	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.06553	659	0	0
Negatome	NEG:00903	P27361	Q9H2B2	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	8.8e-05	807	0	0
Negatome	NEG:00914	P28328	P56589	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.999915	681	0	0
Negatome	NEG:00915	P28328	Q92968	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.043261	711	0	0
Negatome	NEG:00916	P28328	Q9Y5Y5	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.921073	644	0	0
Negatome	NEG:01016	P36897	Q13347	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.003881	831	0	0
Negatome	NEG:01039	P37840	P43004	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.012766	717	0	0
Negatome	NEG:01069	P42224	Q8TAE8	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.113827	975	0	0
Negatome	NEG:01073	P42229	Q8TAE8	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.00342	1019	0	0
Negatome	NEG:01088	P43004	Q15050	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.009591	942	0	0
Negatome	NEG:01102	P46108	Q9H2B2	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	5.6e-05	732	0	0
Negatome	NEG:01140	P50148	P63244	9606.0	9606.0	MI:0030 - cross-linking study	cell_binary_proximity	direct_binary	1	0.995105	679	0	0
Negatome	NEG:01148	P51149	Q7Z6M1	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.998808	582	0	0
Negatome	NEG:01159	P51693	P55854	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	7.5e-05	756	0	0
Negatome	NEG:01164	P51693	Q9H213	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.000144	872	0	0
Negatome	NEG:01169	P51965	P63165	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.999733	297	0	0
Negatome	NEG:01194	P55209	P61073	9606.0	9606.0	MI:0099 - scintillation proximity assay	cell_binary_proximity	direct_binary	1	0.134419	746	0	0
Negatome	NEG:01201	P55854	Q16891	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.00019	864	0	0
Negatome	NEG:01202	P55854	Q5T3J3	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.969421	875	0	0
Negatome	NEG:01203	P55854	Q7L311	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.000162	738	0	0
Negatome	NEG:01204	P55854	Q9H213	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.001016	325	0	0
Negatome	NEG:01205	P55854	Q9UKY1	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.997883	979	0	0
Negatome	NEG:01213	P59190	Q9UJ41	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.988165	706	0	0
Negatome	NEG:01241	P62312	Q9Y333	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.999877	178	0	0
Negatome	NEG:01242	P62312	Q9Y4Z0	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.99991	222	0	0
Negatome	NEG:01283	P63092	P63244	9606.0	9606.0	MI:0030 - cross-linking study	cell_binary_proximity	direct_binary	1	0.570675	714	0	0
Negatome	NEG:01284	P63096	P63244	9606.0	9606.0	MI:0030 - cross-linking study	cell_binary_proximity	direct_binary	1	0.982779	674	0	0
Negatome	NEG:01290	P63146	P63165	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.999464	256	0	0
Negatome	NEG:01292	P63165	Q16763	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.999584	326	0	0
Negatome	NEG:01294	P63167	Q7LDG7	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.019099	701	0	0
Negatome	NEG:01333	P84103	Q02040	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.995185	862	0	0
Negatome	NEG:01351	Q01081	Q02040	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.023957	938	0	0
Negatome	NEG:01355	Q01130	Q02040	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.679989	919	0	0
Negatome	NEG:01395	Q04771	Q13347	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	8.5e-05	837	0	0
Negatome	NEG:01401	Q06265	Q5RKV6	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.999799	714	0	0
Negatome	NEG:01402	Q06265	Q96B26	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.999738	718	0	0
Negatome	NEG:01403	Q06265	Q99547	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.999776	602	0	0
Negatome	NEG:01405	Q06265	Q9NQT4	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.999815	677	0	0
Negatome	NEG:01408	Q06265	Q9Y3B2	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.999824	637	0	0
Negatome	NEG:01411	Q06330	Q92769	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.994626	991	0	0
Negatome	NEG:01413	Q06587	Q92769	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.999422	897	0	0
Negatome	NEG:01464	Q13485	Q15583	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.997412	956	0	0
Negatome	NEG:01476	Q13642	Q14192	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.96835	605	0	0
Negatome	NEG:01477	Q13642	Q5TD97	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.837371	610	0	0
Negatome	NEG:01523	Q15466	Q92786	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.996642	997	0	0
Negatome	NEG:01538	Q16384	Q96QF0	9606.0	9606.0	MI:0018 - two hybrid | MI:0018 - two hybrid, MI:0110 - text mining	cell_binary_proximity	direct_binary	1	6.2e-05	667	0	0
Negatome	NEG:01539	Q16384	Q9Y2D8	9606.0	9606.0	MI:0018 - two hybrid | MI:0018 - two hybrid, MI:0110 - text mining	cell_binary_proximity	direct_binary	1	0.000198	805	0	0
Negatome	NEG:01569	Q16891	Q9H213	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.000119	980	0	0
Negatome	NEG:01592	Q5RKV6	Q99547	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.999642	435	0	0
Negatome	NEG:01593	Q5RKV6	Q9NPD3	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.999874	520	0	0
Negatome	NEG:01600	Q5T3J3	Q9H213	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.000315	991	0	0
Negatome	NEG:01672	Q7L311	Q9H213	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.000932	854	0	0
Negatome	NEG:01765	Q92968	Q9Y5Y5	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.00043	742	0	0
Negatome	NEG:01788	Q96QF0	Q99909	9606.0	9606.0	MI:0018 - two hybrid | MI:0018 - two hybrid, MI:0110 - text mining	cell_binary_proximity	direct_binary	1	0.000617	667	0	0
Negatome	NEG:01794	Q99547	Q9NQT4	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.999664	398	0	0
Negatome	NEG:01822	Q9NPD3	Q9NQT4	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.999907	483	0	0
Negatome	NEG:01839	Q9UBB5	Q9UJW3	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.000391	800	0	0
Negatome	NEG:01851	Q9Y4Y9	Q9Y4Z0	9606.0	9606.0	MI:0018 - two hybrid	cell_binary_proximity	direct_binary	1	0.999761	233	0	0
