source	record_id	protein_a	protein_b	taxon_a	taxon_b	assay_raw	assay_ontology	old_historical_class	eligible_common_qc	score	pair_tokens	exact_string_positive_overlap	biophysical_only
Negatome	NEG:00435	P03973	Q9NNX6	9606.0	9606.0	MI:0411- enzyme linked immunosorbent assay	reconstituted_direct	direct_binary	1	0.069717	539	0	0
Negatome	NEG:00437	P04003	P25445	9606.0	9606.0	MI:0107 - surface plasmon resonance, MI:0110 - text mining	reconstituted_direct	direct_binary	1	0.000633	935	0	1
Negatome	NEG:00438	P04003	P25942	9606.0	9606.0	MI:00921 - surface plasmon resonance array | MI:0921 - surface plasmon resonance array, MI:0071 - molecular sieving	reconstituted_direct	direct_binary	1	9.7e-05	877	0	1
Negatome	NEG:00439	P04003	P29965	9606.0	9606.0	MI:0107 - surface plasmon resonance, MI:0110 - text mining	reconstituted_direct	direct_binary	1	5.8e-05	861	0	1
Negatome	NEG:00440	P04003	P48023	9606.0	9606.0	MI:0107 - surface plasmon resonance, MI:0110 - text mining	reconstituted_direct	direct_binary	1	0.00012	881	0	1
Negatome	NEG:00442	P04141	P26951	9606.0	9606.0	MI:0405 - competition binding	reconstituted_direct	direct_binary	1	0.997053	525	0	0
Negatome	NEG:00482	P05230	Q86XR8	9606.0	9606.0	MI:0411- enzyme linked immunosorbent assay	reconstituted_direct	direct_binary	1	6.9e-05	658	0	0
Negatome	NEG:00494	P05814	Q9NNX6	9606.0	9606.0	MI:0411- enzyme linked immunosorbent assay	reconstituted_direct	direct_binary	1	0.001874	633	0	0
Negatome	NEG:00510	P06729	P09326	9606.0	9606.0	MI:0107 - surface plasmon resonance	reconstituted_direct	direct_binary	1	0.99989	597	0	1
Negatome	NEG:00511	P06729	P13987	9606.0	9606.0	MI:0107 - surface plasmon resonance	reconstituted_direct	direct_binary	1	0.001141	482	0	1
Negatome	NEG:00558	P08047	Q9Y294	9606.0	9606.0	MI:0059 - gst pull down	reconstituted_direct	direct_binary	1	0.992199	992	0	0
Negatome	NEG:00562	P08174	P27918	9606.0	9606.0	MI:0107 - surface plasmon resonance	reconstituted_direct	direct_binary	1	0.330661	853	0	1
Negatome	NEG:00566	P08588	P24588	9606.0	9606.0	MI:0047 - far western blotting	reconstituted_direct	direct_binary	1	0.000554	907	0	0
Negatome	NEG:00570	P08700	P15509	9606.0	9606.0	MI:0405 - competition binding	reconstituted_direct	direct_binary	1	0.980238	555	0	0
Negatome	NEG:00601	P10147	P51677	9606.0	9606.0	MI:0405 - competition binding	reconstituted_direct	direct_binary	1	0.99932	450	0	0
Negatome	NEG:00629	P11802	Q9UBD5	9606.0	9606.0	MI:0096 - pull down	reconstituted_direct	direct_binary	1	0.999576	1017	0	0
Negatome	NEG:00633	P12645	P36894	9606.0	9606.0	MI:0405 - competition binding	reconstituted_direct	direct_binary	1	0.997668	1007	0	0
Negatome	NEG:00634	P12645	P98066	9606.0	9606.0	MI:0411- enzyme linked immunosorbent assay	reconstituted_direct	direct_binary	1	0.714484	752	0	0
Negatome	NEG:00642	P13236	P51677	9606.0	9606.0	MI:0405 - competition binding	reconstituted_direct	direct_binary	1	0.999323	450	0	0
Negatome	NEG:00664	P15172	Q01105	9606.0	9606.0	MI:0059 - gst pull down	reconstituted_direct	direct_binary	1	0.571381	613	0	0
Negatome	NEG:00698	P17036	P18847	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.000101	630	0	0
Negatome	NEG:00699	P17036	P18848	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.000172	800	0	0
Negatome	NEG:00700	P17036	P25963	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.000771	766	0	0
Negatome	NEG:00701	P17036	P31150	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.000106	896	0	0
Negatome	NEG:00703	P17036	P41240	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	8e-05	899	0	0
Negatome	NEG:00704	P17036	P62879	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	6.6e-05	789	0	0
Negatome	NEG:00705	P17036	Q16828	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	5.7e-05	830	0	0
Negatome	NEG:00706	P17036	Q68DY1	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.003876	977	0	0
Negatome	NEG:00707	P17036	Q70SY1	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	5.3e-05	969	0	0
Negatome	NEG:00708	P17036	Q8TAU0	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	5.5e-05	813	0	0
Negatome	NEG:00709	P17036	Q8TBX8	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.000117	870	0	0
Negatome	NEG:00710	P17036	Q92730	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	5.7e-05	681	0	0
Negatome	NEG:00711	P17036	Q92785	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	8.8e-05	840	0	0
Negatome	NEG:00712	P17036	Q93096	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.000503	622	0	0
Negatome	NEG:00716	P17036	Q9NQX6	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.005069	912	0	0
Negatome	NEG:00717	P17036	Q9UH92	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	9.5e-05	747	0	0
Negatome	NEG:00718	P17036	Q9UHR5	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	6.4e-05	757	0	0
Negatome	NEG:00719	P17036	Q9UHX1	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.000376	1008	0	0
Negatome	NEG:00734	P17980	Q16143	9606.0	9606.0	MI:0096 - pull down	reconstituted_direct	direct_binary	1	0.484056	576	0	0
Negatome	NEG:00744	P18847	P25963	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.022213	501	0	0
Negatome	NEG:00745	P18847	P31150	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	8.5e-05	631	0	0
Negatome	NEG:00746	P18847	P36915	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	5.1e-05	791	0	0
Negatome	NEG:00747	P18847	P41240	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.022023	634	0	0
Negatome	NEG:00748	P18847	P62879	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	6.2e-05	524	0	0
Negatome	NEG:00749	P18847	Q16828	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	6.5e-05	565	0	0
Negatome	NEG:00750	P18847	Q68DY1	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	9.9e-05	712	0	0
Negatome	NEG:00751	P18847	Q70SY1	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.048935	704	0	0
Negatome	NEG:00752	P18847	Q8TAU0	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.000131	548	0	0
Negatome	NEG:00753	P18847	Q8TBX8	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	9.5e-05	605	0	0
Negatome	NEG:00754	P18847	Q92730	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.000494	416	0	0
Negatome	NEG:00755	P18847	Q92785	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.004179	575	0	0
Negatome	NEG:00756	P18847	Q93096	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.001371	357	0	0
Negatome	NEG:00757	P18847	Q9H2S9	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.000331	769	0	0
Negatome	NEG:00758	P18847	Q9H6S3	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.000139	899	0	0
Negatome	NEG:00759	P18847	Q9H9D4	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	7.1e-05	904	0	0
Negatome	NEG:00760	P18847	Q9NQX6	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	7e-05	647	0	0
Negatome	NEG:00761	P18847	Q9UH92	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.000633	482	0	0
Negatome	NEG:00762	P18847	Q9UHR5	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	7.6e-05	492	0	0
Negatome	NEG:00763	P18847	Q9UHX1	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.000102	743	0	0
Negatome	NEG:00764	P18848	P31150	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.000127	801	0	0
Negatome	NEG:00765	P18848	P36915	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.00011	961	0	0
Negatome	NEG:00766	P18848	P41240	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.029924	804	0	0
Negatome	NEG:00767	P18848	P62879	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.000378	694	0	0
Negatome	NEG:00768	P18848	Q02535	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.023967	473	0	0
Negatome	NEG:00769	P18848	Q14192	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.960797	633	0	0
Negatome	NEG:00770	P18848	Q16828	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.000192	735	0	0
Negatome	NEG:00771	P18848	Q68DY1	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.000164	882	0	0
Negatome	NEG:00772	P18848	Q70SY1	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.999687	874	0	0
Negatome	NEG:00773	P18848	Q8TAU0	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.000108	718	0	0
Negatome	NEG:00774	P18848	Q8TBX8	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.069045	775	0	0
Negatome	NEG:00775	P18848	Q92730	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.041235	586	0	0
Negatome	NEG:00776	P18848	Q92785	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.002587	745	0	0
Negatome	NEG:00777	P18848	Q93096	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.023088	527	0	0
Negatome	NEG:00778	P18848	Q9H2S9	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.000402	939	0	0
Negatome	NEG:00781	P18848	Q9NQX6	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.000264	817	0	0
Negatome	NEG:00782	P18848	Q9UH92	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.998348	652	0	0
Negatome	NEG:00783	P18848	Q9UHR5	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.002376	662	0	0
Negatome	NEG:00784	P18848	Q9UHX1	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.023429	913	0	0
Negatome	NEG:00804	P20226	Q99626	9606.0	9606.0	MI:0019 - coimmunoprecipitation MI:0059 - gst pull down | MI:0019 - coimmunoprecipitation, MI:0059 - gst pull down	reconstituted_direct	direct_binary	1	0.999513	655	0	0
Negatome	NEG:00807	P20338	Q8NEU8	9606.0	9606.0	MI:0059 - gst pull down	reconstituted_direct	direct_binary	1	0.850199	885	0	0
Negatome	NEG:00808	P20338	Q9UKG1	9606.0	9606.0	MI:0059 - gst pull down	reconstituted_direct	direct_binary	1	0.921424	930	0	0
Negatome	NEG:00829	P22003	P36894	9606.0	9606.0	MI:0405 - competition binding	reconstituted_direct	direct_binary	1	0.999174	989	0	0
Negatome	NEG:00843	P24385	Q9UBD5	9606.0	9606.0	MI:0096 - pull down	reconstituted_direct	direct_binary	1	0.996307	1009	0	0
Negatome	NEG:00849	P24941	Q9UBD5	9606.0	9606.0	MI:0096 - pull down	reconstituted_direct	direct_binary	1	0.999345	1012	0	0
Negatome	NEG:00850	P25100	P41220	9606.0	9606.0	MI:0096 - pull down	reconstituted_direct	direct_binary	1	5.9e-05	786	0	0
Negatome	NEG:00864	P25963	P31150	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.00013	767	0	0
Negatome	NEG:00865	P25963	P36915	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.000591	927	0	0
Negatome	NEG:00866	P25963	P41240	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.662564	770	0	0
Negatome	NEG:00867	P25963	P62879	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.001646	660	0	0
Negatome	NEG:00868	P25963	Q02535	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.010911	439	0	0
Negatome	NEG:00869	P25963	Q14192	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.996929	599	0	0
Negatome	NEG:00870	P25963	Q16828	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.861261	701	0	0
Negatome	NEG:00871	P25963	Q68DY1	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.000493	848	0	0
Negatome	NEG:00872	P25963	Q70SY1	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.00028	840	0	0
Negatome	NEG:00873	P25963	Q8TAU0	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.000265	684	0	0
Negatome	NEG:00874	P25963	Q8TBX8	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.463223	741	0	0
Negatome	NEG:00875	P25963	Q92730	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.998905	552	0	0
Negatome	NEG:00876	P25963	Q92785	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.001658	711	0	0
Negatome	NEG:00877	P25963	Q93096	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.00507	493	0	0
Negatome	NEG:00880	P25963	Q9NQX6	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.000853	783	0	0
Negatome	NEG:00881	P25963	Q9UH92	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.00521	618	0	0
Negatome	NEG:00882	P25963	Q9UHR5	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.000294	628	0	0
Negatome	NEG:00883	P25963	Q9UHX1	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.497158	879	0	0
Negatome	NEG:00937	P31150	P41240	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.000104	900	0	0
Negatome	NEG:00938	P31150	P62879	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	9.3e-05	790	0	0
Negatome	NEG:00939	P31150	Q02535	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	5.5e-05	569	0	0
Negatome	NEG:00940	P31150	Q14192	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.00135	729	0	0
Negatome	NEG:00941	P31150	Q16828	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	7.5e-05	831	0	0
Negatome	NEG:00942	P31150	Q68DY1	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	5.9e-05	978	0	0
Negatome	NEG:00943	P31150	Q70SY1	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	5.5e-05	970	0	0
Negatome	NEG:00944	P31150	Q8TAU0	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	5.5e-05	814	0	0
Negatome	NEG:00945	P31150	Q8TBX8	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	5.7e-05	871	0	0
Negatome	NEG:00946	P31150	Q92730	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.999785	682	0	0
Negatome	NEG:00947	P31150	Q92785	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	9e-05	841	0	0
Negatome	NEG:00948	P31150	Q93096	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.0023	623	0	0
Negatome	NEG:00952	P31150	Q9NQX6	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	7e-05	913	0	0
Negatome	NEG:00953	P31150	Q9UDV6	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	7.9e-05	945	0	0
Negatome	NEG:00954	P31150	Q9UH92	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	5.9e-05	748	0	0
Negatome	NEG:00955	P31150	Q9UHR5	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	7.6e-05	758	0	0
Negatome	NEG:00956	P31150	Q9UHX1	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.000123	1009	0	0
Negatome	NEG:00999	P35368	P41220	9606.0	9606.0	MI:0096 - pull down	reconstituted_direct	direct_binary	1	9.4e-05	734	0	0
Negatome	NEG:01018	P36915	P62879	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.001822	950	0	0
Negatome	NEG:01019	P36915	Q02535	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	6.2e-05	729	0	0
Negatome	NEG:01020	P36915	Q14192	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.001574	889	0	0
Negatome	NEG:01021	P36915	Q16828	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.000413	991	0	0
Negatome	NEG:01024	P36915	Q8TAU0	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	5.1e-05	974	0	0
Negatome	NEG:01026	P36915	Q92730	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.002692	842	0	0
Negatome	NEG:01027	P36915	Q92785	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	9.8e-05	1001	0	0
Negatome	NEG:01032	P36915	Q9UH92	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	5.8e-05	908	0	0
Negatome	NEG:01033	P36915	Q9UHR5	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.000143	918	0	0
Negatome	NEG:01051	P41240	P62879	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.002745	793	0	0
Negatome	NEG:01052	P41240	Q16828	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.010243	834	0	0
Negatome	NEG:01053	P41240	Q68DY1	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	6.5e-05	981	0	0
Negatome	NEG:01054	P41240	Q70SY1	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	5.6e-05	973	0	0
Negatome	NEG:01055	P41240	Q8TAU0	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	5.7e-05	817	0	0
Negatome	NEG:01056	P41240	Q8TBX8	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.001076	874	0	0
Negatome	NEG:01057	P41240	Q92730	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.130826	685	0	0
Negatome	NEG:01058	P41240	Q92785	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	9.8e-05	844	0	0
Negatome	NEG:01059	P41240	Q93096	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.005351	626	0	0
Negatome	NEG:01063	P41240	Q9NQX6	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.000236	916	0	0
Negatome	NEG:01064	P41240	Q9UH92	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	6.1e-05	751	0	0
Negatome	NEG:01065	P41240	Q9UHR5	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.00036	761	0	0
Negatome	NEG:01066	P41240	Q9UHX1	9606.0	9606.0	MI:0019 - coimmunoprecipitation; MI:0096	reconstituted_direct	direct_binary	1	0.004697	1012	0	0
Negatome	NEG:01085	P42771	Q9UBD5	9606.0	9606.0	MI:0096 - pull down	reconstituted_direct	direct_binary	1	0.999672	870	0	0
Negatome	NEG:01099	P45983	Q9BUB5	9606.0	9606.0	MI:0096 - pull down	reconstituted_direct	direct_binary	1	0.950367	895	0	0
Negatome	NEG:01117	P48729	Q96EV8	9606.0	9606.0	MI:0096 - pull down	reconstituted_direct	direct_binary	1	0.000777	691	0	0
Negatome	NEG:01118	P48729	Q9BQY9	9606.0	9606.0	MI:0096 - pull down	reconstituted_direct	direct_binary	1	0.970594	599	0	0
